24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Card Name,Short Name,Types,Attack Type,Damage Type,Damage,Minimum Range,Range,Move Points,Duration,Trigger,Keep,Trigger Effect,Trigger 2,Keep 2,Trigger Effect 2,Text,Flavor Text,Play Text,Trigger Text,Trigger Attempt Text,Trigger Succeed Text,Trigger Fail Text,Trigger Text 2,Trigger Attempt Text 2,Trigger Succeed Text 2,Trigger Fail Text 2,Component1,Params1,Component2,Params2,Component3,Params3,Component4,Params4,Component5,Params5,Params,Plus Minus,Quality,Quality Warrior,Quality Priest,Quality Wizard,Quality Dwarf,Quality Elf,Quality Human,Rarity,Function Tags,Attachment Image,Status,Audio Key,Audio Key 2,Set,Level,Slots,Art,,,,,,,,
254,Staggering Blow,Stagger. Blow,Attack,Melee,Crushing,9,,1,,1,,,,,,,<u>Immediately</u> discard the two oldest revealed cards in target's hand.,"Yes, I'm alive but I'm going to need a minute... ",<aia> *staggers* <ata>,,,,,,,,,TargetedDamageComponent,,DiscardImmediateComponent,discardNumber=2,,,,,,,,+,AA,AA,AA,B,,,,Common,Harmful,,Implemented,BLUDGEON,,0,26,"Weapon,Divine Weapon",Done,,,,,,,,
255,Stake Missile,,Attack,Projectile,Piercing,5,,5,,1,,,,,,,<u>Halt</u>. Duration 2.,,<aia> *pins* <ata>,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,HaltComponent,,,,,,,,A,,,,,,,Common,Harmful,,Implemented,SPEAR,,0,,,HOLD,,,,,,,,
256,Stink Bomb,,Attack,Magic,Unholy,2,,8,,1,,,,,,,<u>Burst 2</u>. <u>Poison 2</u>. Duration 1.,,<aia> brings forth a *cloud of poisonous gas!*,,,,,,,,,BurstComponent,radius=2,DamageComponent,,AttachToTargetComponent,,AttachedDamageComponent,damage=2;damageType=Poison;blockedByArmor=false,,,,,A,,,,,,,Common,Harmful,,Implemented,SMOKE_BOMB,,0,,,HOLD,,,,,,,,
257,Stone Claws,,Attack,Melee,Piercing,6,,1,,,,,,,,,,,<aia> *rakes* <ata> with claws of stone!,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,STAB,,0,,,HOLD,,,,,,,,
258,Strong Bash,,Attack,Melee,Crushing,8,,1,,,,,,,,,<u>Slide Back 1</u>., I never noticed how dirty the floor was until I was sliding along it on my face.,<aia> *bashes* <ata>,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=1;slide;mustMoveAway,,,,,,,dontProvokeTurn,,A,A,A,B,,,,Common,Harmful,,Implemented,BLUDGEON,,0,1,"Weapon,Divine Weapon,Martial Skill",Done,,,,,,,,
259,Strong Bludgeon,Str. Bludgeon,Attack,Melee,Crushing,8,,1,,,,,,,,,,"""Both ends of a sword are useful if you put enough muscle into it."" -Grugg Axbreaker",,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,C,C,C,C,,,,Rare,Harmful,,Implemented,BLUDGEON,,0,1,"Weapon,Divine Weapon",Done,,,,,,,,
260,Strong Hack,,Attack,Melee,Slashing,8,,1,,,,,,,,,,"They call me a ""hack"" so I return the favor -Stanter Callman.",<aia> *strongly hacks* <ata>,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,C,C,C,C,,,,Rare,Harmful,,Implemented,CHOP,,0,1,"Weapon,Divine Weapon",Done,,,,,,,,
261,Strong Javelin Toss,Strong Jav.,Attack,Projectile,Piercing,4,,8,,,,,,,,,,,<aia> *hurls a javelin at* <ata>,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,SPEAR,,0,,,HOLD,,,,,,,,
262,Strong Stab,,Attack,Melee,Piercing,6,,2,,,,,,,,,,,<aia> gouges <ata> with a *strong stab*!,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,B,B,B,C,,,,Common,Harmful,,Implemented,STAB,,0,2,"Weapon,Divine Weapon,Staff,Martial Skill",Done,,,,,,,,
263,Stunning Blow,Stun Blow,Attack,Melee,Crushing,3,,1,,1,,,,,,,<u>Stun</u>. Duration 1.,They say you never forget the first time an Orc hits you on the head. They're wrong.,<aia> *stuns* <ata>,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,StunComponent,,,,,,,+,B,B,B,C,,,,Common,Harmful,,Implemented,BLUDGEON,,0,37,"Weapon,Divine Weapon,Boots,Divine Armor,Heavy Armor,Helmet,Shield,Staff,Martial Skill",Done,,,,,,,,
264,Surging Bolt,,"Attack,Move",Magic,Arcane,3,,6,,,,,,,,,<u>Step 1</u>.,A change of perspective can be all it takes to change your life. Or provide a fresh target.,<aia> fires a *surging bolt* at <ata>,,,,,,,,,TargetedDamageComponent,,StepComponent,movePoints=1,,,,,,,,,B,C,B,B,,,,Common,Harmful,,Implemented,ZAP,,0,3,"Staff,Arcane Skill",Done,,,,,,,,
265,Swarming Attack,Swarm. Attack,Attack,Melee,Piercing,5,,1,,,,,,,,,"When this card does damage, increase its damage by 1 for every ally within 2 squares.",,<aia> attacks <ata> and *hopes for help!*,,,,,,,,,TargetedDamageComponent,maxDistance=2;damagePerAlly=1,,,,,,,,,,-,C,C,C,D,,,,Uncommon,Harmful,,Implemented,STAB,,0,12,Weapon,Done,,,,,,,,
266,Taunt,,Attack,Projectile,Sonic,,,10,,2,,,,,,,Attach to target. That character may only target the character or group who played this card. Duration 2. ,,<aia> *taunts* <ata> without mercy!,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,TauntComponent,,DetachOnControllerDeathComponent,,,,,,B,D,B,B,,,,Common,Harmful,,Implemented,,,0,23,"Dwarf Skill,Helmet",Done,,,,,,,,
267,Thunderblast,,Attack,Magic,Sonic,1,,6,,1,,,,,,,<u>Cone</u>. <u>Stun</u>. Duration 1. This Attack is not stopped by Blocked terrain.,,<aia> produces a stunning *thunderblast!*,,,,,,,,,ConeComponent,noLOS,DamageComponent,,AttachToTargetComponent,,StunComponent,,,,,,AA,B,A,AA,,,,Uncommon,Harmful,,Implemented,THUNDER,,0,37,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
268,Touch of Death,Touch Death,Attack,Magic,Unholy,0,,1,,,,,,,,,"When this card does damage, increase its damage by 2 for each card in target's hand. <u>Penetrating</u>.",,<aia> lays a *deadly touch* on <ata>,,,,,,,,,TargetedDamageComponent,damagePerCard=2;penetrating,,,,,,,,,,,B,B,B,B,,,,Common,Harmful,,Implemented,UNHOLY,,0,11,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
269,Tree Limb Smash,Tree Limb,Attack,Melee,Crushing,11,,1,,,,,,,,,"When this card does damage, increase its damage by 2 for each revealed card in target's hand.",,<aia> crushes <ata> with a *mighty tree limb*!,,,,,,,,,TargetedDamageComponent,damagePerRevealedCard=2,,,,,,,,,,,A,,,,,,,Common,Harmful,,Implemented,BLUDGEON,,0,,,Done,,,,,,,,
270,Tricky Stab,,Attack,Melee,Piercing,5,,2,,,,,,,,,<u>Hard to Block 3</u>.,"""Block high! Block low! Block high! Too slow."" -Goblin war chant",<aia> expertly *stabs* at <ata>,,,,,,,,,TargetedDamageComponent,,ModifyBlockRollComponent,mod=-3,,,,,,,,,C,C,C,D,,,,Uncommon,Harmful,,Implemented,STAB,,0,13,"Weapon,Divine Weapon,Staff,Martial Skill",Done,,,,,,,,
271,Tripping Sweep,Trip Sweep,Attack,Melee,Slashing,4,,2,,2,,,,,,,<u>Halt</u>. Duration 2.,"""Sweep the leg, Jorni!"" -Skarn Elkinford, battle of Crane Keep",<aia> *trips* <ata>,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,HaltComponent,,,,,,,+,A,A,A,B,,,,Common,Harmful,,Implemented,CHOP,,0,35,"Weapon,Divine Weapon,Staff,Martial Skill",Done,,,,,,,,
272,Tripping Tail Sweep,Tripping Tail,Attack,Melee,Slashing,4,,2,,1,,,,,,,<u>Halt</u>. Duration 1.,,<aia> *trips* <ata> with a flick of its tail.,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,HaltComponent,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,CHOP,,0,,,HOLD,,,,,,,,
273,Unholy Curse,,Attack,Magic,Unholy,,,6,,2,,,,,,,"Whenever target character would take damage, that character takes an additional 3 damage of the same type. Duration 2.",,<aia> inflicts an *unholy curse* upon <ata>,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,TriggeredExtraDamageComponent,attachedOnly;damageAdd=3,,,,,,,B,B,B,B,,,,Rare,Harmful,,Implemented,UNHOLY,,0,21,"Divine Weapon,Divine Armor,Divine Item,Divine Skill",Done,,,,,,,,
274,Unstable Bolt,,"Attack,Handicap",Magic,Arcane,4,,4,,,-3,8,Handicap,,,,,Unstable power destabilizes powerfully.,"<aia> fires a *bolt* at <ata>, and is happy to be rid of it.","When you play a Move card, take 4 Arcane damage. <u>Saving Roll</u>.",Will <tta> moving cause Unstable Bolt go off?,,,,,,,TargetedDamageComponent,,DamageOnMoveComponent,damage=4;inflictDamageType=Arcane,,,,,,,,,D,D,D,D,,,,Uncommon,Harmful,,Implemented,ZAP,HANDICAP,0,3,"Staff,Arcane Skill",Done,,,,,,,,
275,Unstoppable Chop,Unstopp. Chop,Attack,Melee,Slashing,8,,1,,,,,,,,,"Choose up to 2 different targets for this Attack. If this Attack is blocked, take it back into your hand instead of discarding it.",,<aia>'s chop at <ata> is *unstoppable!*,,,,,,,,,TargetedDamageComponent,numberTargets=2;uniqueTargets=true,PickUpWhenBlockedComponent,,,,,,,,,,A,A,A,C,,,,Rare,Harmful,,Implemented,CHOP,,0,31,"Weapon,Divine Weapon",Done,,,,,,,,
276,Venomous Barbed Tail,Venemous Tail,Attack,Melee,Piercing,2,,2,,2,,,,,,,<u>Poison 3</u>. Duration 2.,There is more than one reason never to stand underneath an airborne Wyvern.,<aia> *jabs* <ata> with its poisoned tail!,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,AttachedDamageComponent,damage=3;damageType=Poison;blockedByArmor=false,,,,,,,C,,,,,,,Common,Harmful,,Implemented,STAB,,0,,,Done,,,,,,,,
277,Vicious Bite,,Attack,Melee,Piercing,6,,1,,,,,,,,,<u>Penetrating</u>.,They don't stop biting until they hit bone... And that's when the real biting begins.,<aia> delivers a *vicious bite* to <ata>,,,,,,,,,TargetedDamageComponent,penetrating,,,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,BITE,,0,,,Done,,,,,,,,
278,Vicious Thrust,,"Attack,Move",Melee,Piercing,7,,1,,,,,,,,,<u>Step 1</u>.,"""If they don't see it coming, you're doing it right."" -Talissa the Skinflint ",<aia> delivers a *vicious stab* to <ata>,,,,,,,,,TargetedDamageComponent,,StepComponent,movePoints=1,,,,,,,,,B,B,B,C,,,,Uncommon,Harmful,,Implemented,STAB,,0,3,"Weapon,Divine Weapon",Done,,,,,,,,
279,Violent Overswing,Violent Swing,Attack,Melee,Crushing,10,,1,,,,,,,,,Discard your oldest card when you play this. You may not play this card if it's the only card in your hand.,,<aia> *swings violently* at <ata>,,,,,,,,,TargetedDamageComponent,,DiscardWhenPlayedComponent,,,,,,,,,+,C,C,C,D,,,,Uncommon,Harmful,,Implemented,BLUDGEON,,0,2,"Weapon,Divine Weapon",Done,,,,,,,,
280,Volcano,,Attack,Magic,Fire,,,,,2,,,,,,,All squares occupied by characters become Lava Terrain (at the start of each round occupant takes 8 Fire damage). Duration 2.,,<aia> causes *volcanoes* to erupt under everyone's feet!,,,,,,,,,EveryActorsSquareComponent,,AttachedDamageOccupantComponent,damage=8;damageType=Fire,AttachToSquareComponent,entryCost=1,,,,,terrainOnly,,A,A,A,A,,,,Rare,HarmfulTerrain,Lava,Implemented,LAVA_TERRAIN,,0,7,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
281,Volley of Thorns,Volley Thorns,Attack,Projectile,Piercing,4,,8,,,,,,,,,,,<aia> *perforates* <ata>,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,SPEAR,,0,,,HOLD,,,,,,,,
282,War Cry,,Attack,Projectile,Sonic,,,10,,,,,,,,,Target discards all Block cards in hand. <u>Unblockable</u>. <u>Cantrip</u>.,"""Shout a good scare up 'em, that's what I always say."" -Zar Deeproad ",<aia> *renders <ata> defenseless*,,,,,,,,,TargetActorComponent,,DiscardByTypeComponent,cardType=Block,,,,,,,cantrip;unblockable,,C,C,C,C,,,,Uncommon,Harmful,,Implemented,HORN,,0,3,"Dwarf Skill,Helmet",Done,,,,,,,,
283,Surestrike Blessing,Sure. Blessing,Assist,Magic,Holy,,,6,,1,0,8,,,,,"Attach to target. When target next plays a Melee Attack, that Attack is <u>Unblockable</u> and <u>Penetrating</u>. Duration 1 or until triggered.",May you always find your target.,<aia> *provides surety* to <ata> for their next attack.,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,DamageAddComponent,attachedOnly;attackType=Melee;addPenetration;addUnblockable;add=0,,,,,,,D,D,D,D,,,,Common,Helpful,,Implemented,HOLY,,0,1,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
284,Weak Chop,,Attack,Melee,Slashing,2,,1,,,,,,,,,Choose up to 2 different targets for this Attack. ,,<aia> *chops* <ata>,,,,,,,,,TargetedDamageComponent,numberTargets=2;uniqueTargets=true,,,,,,,,,,,D,D,D,D,,,,Common,Harmful,,Implemented,CHOP,,0,1,"Weapon,Divine Weapon,Boots,Divine Armor,Heavy Armor,Helmet,Shield,Staff,Martial Skill",Done,,,,,,,,
285,Weak Javelin Toss,Weak Jav.,Attack,Projectile,Piercing,3,,6,,,,,,,,,,,<aia> *tosses a javelin at* <ata>,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,SPEAR,,0,,,HOLD,,,,,,,,
286,Weak Strike,,Attack,Melee,Crushing,2,,1,,,,,,,,,,"""Test your enemy's defenses before you commit your main attack. It is the same whether in a duel or a war."" -Stanter Callman",<aia> *weakly strikes* <ata>,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,E,E,E,E,,,,Common,Harmful,,Implemented,BLUDGEON,,0,1,"Weapon,Divine Weapon,Boots,Divine Armor,Heavy Armor,Helmet,Shield,Staff,Martial Skill",Done,,,,,,,,
287,Spark,,Attack,Magic,Electrical,2,,6,,,,,,,,,<u>Hard to Block 2</u>.,"""I don't have time to explain to you what conductive means, but worry not, you will find out for yourself in a moment."" -Adze the Lonely",<aia> shoots *sparks* at <ata>,,,,,,,,,TargetedDamageComponent,,ModifyBlockRollComponent,mod=-2,,,,,,,,,D,D,D,D,,,,Common,Harmful,,Implemented,ELECTRICAL,,0,1,"Staff,Arcane Skill",Done,,,,,,,,
288,Zombie Mob,,Attack,Melee,Crushing,1,,1,,,,,,,,,"When this card does damage, increase its damage by 3 for every ally within 2 squares.",,<aia> *attacks <ata> and hopes other zombies join in!*,,,,,,,,,TargetedDamageComponent,maxDistance=2;damagePerAlly=3,,,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,STAB,,0,,,Done,,,,,,,,
289,Greased Armor,Greased Amr.,Armor,,,,,,,,3,0,Armor,,,,<u>Burst 1</u>. Affected squares become Grease terrain (<u>Stop</u>. At the start of each round occupant discards a card). Duration 3.,,,"<u>Armor 3</u>. Any melee attacker gains <u>Halt</u> 2, Duration 2. <u>Keep</u>.",<tta> is wearing *armor* -,,,,,,,,,,,,,,,,,,,AAA,AAA,AAA,AAA,,,,Common,HarmfulTerrain,GreaseTerrain,,ARMOR,,0,36,"Heavy Armor,Divine Armor",Done,,,,,,,,
290,Polearm Slash,,"Attack,Armor",Melee,Slashing,7,,2,,,3,0,Armor,,,,,The reach of a spear with the power of an axe...,<aia> *slashes* <ata>,Armor 2 Melee. <u>Keep</u>.,<tta> uses his weapon to *absorb the blow*-,,,,,,,TargetedDamageComponent,,TriggeredArmorComponent,attackTypes=Melee;damageReduction=2,,,,,,,,+,A,A,A,B,,,,Rare,Harmful,,Implemented,CHOP,ARMOR,0,12,"Weapon,Divine Weapon",Done,,,,,,,,
291,All Out Attack,,"Attack,Boost",Melee,Slashing,4,,1,,,0,8,Boost,,,,,,<aia> *launches an attack* at <ata>,Double the damage of any Melee Attack you play.,,<tta> *doubles the damage* with a ferocious follow-up!,,,,,,TargetedDamageComponent,,DamageMultiplyComponent,attackType=Melee;multiplier=2,,,,,,,,,A,A,B,C,,,,Uncommon,Harmful,,Implemented,CHOP,BOOST,0,15,"Weapon,Martial Skill,Helmet",Done,,,,,,,,
292,Bash,,"Attack,Boost",Melee,Crushing,5,,1,,,0,0,Boost,,,,<u>Slide Back 1</u>.,,<aia> *bashes* <ata>,Add 2 damage to any other Bash you play. <u>Keep</u>.,,<tta> *does extra damage!*,,,,,,TargetedDamageComponent,,DamageAddComponent,nameFilter=Bash;attackType=Melee;add=2,MoveTargetComponent,movePoints=1;mustMoveAway,,,,,dontProvokeTurn,,B,B,B,C,,,,Common,Harmful,,Implemented,BLUDGEON,BOOST,0,5,"Weapon,Divine Weapon,Staff,Martial Skill",Done,,,,,,,,
293,Fiery Fist,,"Attack,Boost",Melee,Fire,5,,1,,,,,,,,,,,<aia> *bashes* <ata> with a fist of fire!,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,FIRE,BOOST,0,,,HOLD,,,,,,,,
294,Fiery Fists,,"Attack,Boost",Melee,Fire,5,,1,,2,0,8,Boost,,,,<u>Burning 4</u>. Duration 2.,,<aia> *burns* <ata> with a fiery first!,"Add 4 damage and <u>Burning 4</u>, Duration 2 to any Melee Attack you play.",,<tta> does extra *fiery damage*!,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,AttachedDamageComponent,damage=4;damageType=Fire,DamageAddComponent,damage=4;attackType=Melee,,,,,AA,AA,AA,AA,,,,Common,Harmful,,,FIRE,BOOST,0,33,"Weapon,Martial Skill",Done,,,,,,,,
295,Fiery Incantation,Fiery Incant.,"Attack,Boost",Magic,Fire,2,,6,,,0,8,Boost,,,,<u>Burning 4</u>. Duration 2.,,<aia> *burns* <ata> with a fiery incantation!,"Add 4 fire damage and <u>Burning 4</u>, Duration 2 to any Magic Attack you play.",,<tta> does extra *fiery damage*!,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,AttachedDamageComponent,damage=4;damageType=Fire,,,,,,,AA,AA,AA,AA,,,,Uncommon,Harmful,,,FIRE,BOOST,0,33,"Staff,Arcane Skill",Done,,,,,,,,
296,Freezing Fists,,"Attack,Boost",Melee,Cold,4,,1,,2,0,8,Boost,,,,<u>Encumber 2</u>. Duration 2.,,<aia> *chills* <ata> with a freezing fist!,"Add 4 Cold damage and <u>Encumber 2</u>, Duration 2 to any Melee Attack you play.",,<tta> does extra *freezing damage*!,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,EncumberComponent,encumber=2;attachedOnly,,,,,,,AA,AA,AA,AA,,,,Rare,Harmful,,,COLD,BOOST,0,36,"Weapon,Martial Skill",Done,,,,,,,,
297,Freezing Incantation,Freezing Inc.,"Attack,Boost",Magic,Cold,2,,8,,,0,8,Boost,,,,<u>Encumber 2</u>. Duration 2.,,<aia> *chills* <ata> with a freezing incantation!,"Add 4 Cold damage and <u>Encumber 2</u>, Duration 2 to any Magic Attack you play.",,<tta> does extra *freezing damage*!,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,EncumberComponent,encumber=2;attachedOnly,,,,,,,AA,AA,AA,AA,,,,Common,Harmful,,,COLD,BOOST,0,36,"Staff,Arcane Skill",Done,,,,,,,,
298,Sparking Fists,,"Attack,Boost",Melee,Electrical,2,,1,,,0,8,Boost,,,,Subtract 3 from any Block rolls against this card.,,<aia> *jolts* <ata> with a sparking fist!,Add 2 Electrical damage to and subtract 3 from Block rolls against any Melee Attack you play.,,<tta> does extra *electrical damage*!,,,,,,TargetedDamageComponent,,ModifyBlockRollComponent,mod=-3,,,,,,,,,AA,AA,AA,AA,,,,Common,Harmful,,,ELECTRICAL,BOOST,0,38,"Weapon,Martial Skill",Done,,,,,,,,
299,Sparking Incantation,Spark. Incant.,"Attack,Boost",Magic,Electrical,1,,4,,,0,8,Boost,,,,Subtract 3 from any Block rolls against this card.,,<aia> *jolts* <ata> with a sparking incantation!,Add 2 electrical damage to and subtract 3 from Block rolls against any Magic Attack you play.,,<tta> does extra *electrical damage*!,,,,,,TargetedDamageComponent,,ModifyBlockRollComponent,mod=-3,,,,,,,,,AA,AA,AA,AA,,,,Rare,Harmful,,,ELECTRICAL,BOOST,0,38,"Staff,Arcane Skill",Done,,,,,,,,
300,Staggering Chop,Stagger. Chop,Attack,Melee,Slashing,6,,1,,,,,Boost,,,,Choose up to 2 different targets for this Attack. Target discards their oldest card.,Never be afraid to add insult to injury.,<aia> *staggers* <ata>,,,,,,,,,TargetedDamageComponent,numberTargets=2;uniqueTargets=true,DiscardRevealedComponent,unrevealed;discardNumber=1,,,,,,,,+,A,A,A,B,,,,Uncommon,Harmful,,Implemented,CHOP,,0,26,"Weapon,Divine Weapon,Staff",Done,,,,,,,,
301,Strong Chop,,"Attack,Boost",Melee,Slashing,6,,1,,,0,0,Boost,,,,Choose up to 2 different targets for this Attack. ,,<aia> *chops* <ata>,Add 1 damage to any other Chop you play. <u>Keep</u>.,,,,,,,,TargetedDamageComponent,numberTargets=2;uniqueTargets=true,DamageAddComponent,nameFilter=Chop;attackType=Melee;add=1,,,,,,,,,B,B,B,C,,,,Common,Harmful,,Implemented,CHOP,BOOST,0,5,"Weapon,Divine Weapon,Staff,Martial Skill",Done,,,,,,,,
302,Parrying Cut,,"Attack,Block",Melee,Slashing,12,,1,,,4,0,Block,,,,,Go for the jugular.,<aia> *cuts* <ata>,<u>Block any</u>. <u>Keep</u>.,<tta> tries to *block* the attack -,,but fails!,,,,,TargetedDamageComponent,,BlockComponent,,,,,,,,,,AAA,AAA,AAA,AAA,,,,Uncommon,Harmful,,,CHOP,BLOCK,0,30,Weapon,Done,,,,,,,,
303,Parrying Strike,Parry. Strike,"Attack,Block",Melee,Piercing,8,,1,,,4,8,Block,,,,,Also called a Riposte.,<aia> *strikes* <ata>,<u>Block Melee</u>.,<tta> tries to *parry* the attack -,,but fails!,,,,,TargetedDamageComponent,,BlockComponent,attackTypes=Melee,,,,,,,,,B,B,B,B,,,,Uncommon,Harmful,,Implemented,STAB,BLOCK,0,21,"Weapon,Divine Weapon",Done,,,,,,,,
304,Demonic Miasma,Demonic Mias.,"Attack,Handicap",Magic,Unholy,2,,3,,,-4,0,Handicap,,,,,The stink of the Demon was so foul it was visible to the naked eye... ,<aia> rids <aia_herselfhimself> of a *Demonic Miasma*,<u>Encumber 1</u>. <u>Saving Roll</u>. <u>Keep</u>.,,<tta> is slowed to a crawl by *Demonic Miasma*,,,,,,TargetedDamageComponent,,EncumberComponent,encumber=1,,,,,,,,,E,E,E,E,,,,Common,Harmful,,Implemented,UNHOLY,HANDICAP,0,11,"Divine Weapon,Divine Armor,Divine Item,Divine Skill,Boots",done,,,,,,,,
305,Raging Strike,,"Attack,Handicap",Melee,Piercing,7,,1,,,0,0,Handicap,,,,,Let boundless rage be your final ally.,<aia> strikes <ata> with *rage in <aia_herhis> heart!*,"When you take damage, add 3 to that damage. <u>Keep</u>.",,<tta> *takes extra damage!*,,,,,,TargetedDamageComponent,,TriggeredExtraDamageComponent,damageAdd=3,,,,,,,,-,C,C,C,E,,,,Uncommon,Harmful,,Implemented,STAB,HANDICAP,0,5,"Weapon,Divine Weapon",Done,,,,,,,,
306,Reactive Trip,,"Attack,Boost",Melee,Crushing,3,,1,,,3,8,Boost,,,,,"""Whoopsie-daisy."" -Vek the Vile",<aia> *strikes* <ata>,"If an adjacent enemy plays a Move card, cancel that move.",<tta> tries to trip <taa>...,,but fails!,,,,,TargetedDamageComponent,,TripComponent,,,,,,,,,,B,B,C,C,,,,Uncommon,Harmful,,Implemented,BLUDGEON,BOOST,0,35,"Weapon,Divine Weapon,Boots,Dwarf Skill",Done,,,,,,,,
307,Winds of War,,Attack,Magic,Arcane,1,,6,,,,,,,,,<u>Slide 3</u>.,"""Everybody gets distracted by fire. But without air, fire cannot burn. Master the winds and you master both elements.""",<aia> conjures *winds of war*,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=3;slide,,,,,,,dontProvokeTurn,,A,A,A,A,,,,Uncommon,,,Implemented,WIND,,0,11,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
308,Absorbing Block,Absorb. Block,Block,,,,,,,,3,8,Block,,,,,"""I've never liked Wizards. You are no exception.""",,"<u>Block any</u>. If this card blocks Magic, you Heal 8.",<taa> tries to *block* the attack -,,but fails!,,,,,BlockComponent,additionalEffectFilterTypes=Magic;healSelf=8,,,,,,,,,unplayable,,A,A,A,A,,,,Uncommon,,,Implemented,BLOCK,,0,6,"Weapon,Divine Weapon,Shield,Martial Skill,Dwarf Skill,Human Skill",Done,,,,,,,,
309,Acrobatic Flip,,Block,,,,,,,,3,8,Block,,,,,The Elves of Cardhuntria practice physical feats of agility that would kill anyone else. Usually with a knife.,,<u>Block Melee</u>. Move attacker 1. Move 1. ,<taa> tries to *flip over* the attack -,<tta> blocks and *confuses the attacker!*,but fails!,,,,,BlockComponent,attackTypes=Melee;moveSelf=1;moveAttacker=1,,,,,,,,,unplayable,,B,B,B,B,,,,Rare,,,Implemented,BLOCK,,0,,,Done,,,,,,,,
310,Battleaxe Block,B.Axe Block,Block,,,,,,,,4,8,Block,,,,,"""Every part of your axe has more than one use, learn them all if you wish to survive down here."" -Snarri Goldsong",,<u>Block any</u>.,<taa> tries to *block* the attack -,,but fails!,,,,,BlockComponent,,,,,,,,,,unplayable,,D,,,,,,,Common,,,Implemented,BLOCK,,0,,,Done,,,,,,,,
311,Block,,Block,,,,,,,,4,8,Block,,,,,"""A true warrior does not merely hack and slash. Confounding your enemy's attack is the cornerstone of victory.""   -Captain Cedric Cleavehorn",,<u>Block any</u>.,<taa> tries to *block* the attack -,,but fails!,,,,,BlockComponent,,,,,,,,,,unplayable,,C,C,C,B,,,,Common,,,Implemented,BLOCK,,0,1,"Weapon,Divine Weapon,Staff,Shield,Martial Skill,Dwarf Skill,Human Skill",Done,,,,,,,,
312,Block Link,,Block,,,,,,,,3,8,Block,,,,,"Take my place, brother! Together we cannot falter!",,Switch places with the nearest ally.,<taa> tries to *block* the attack -,<tta> blocks and swaps places with a friend!,but fails!,,,,,BlockComponent,,,,,,,,,,unplayable,,B,B,B,B,,,,Rare,,,,BLOCK,,0,28,"Weapon,Divine Weapon,Staff,Shield,Martial Skill",Done,,,,,,,,
